"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"861",2020-10-16,"LA","A",5727,5527,20,200,NA,NA,557,0,NA,NA,2387926,18871,NA,NA,NA,NA,60,177726,174638,774,0,NA,NA,NA,NA,NA,161792,NA,0,2565652,19645,NA,NA,NA,NA,2562564,19645,NA,0
"862",2020-10-16,"MA","A+",9702,9482,30,220,12971,12971,513,25,NA,77,2347297,14260,NA,NA,NA,NA,33,142346,139353,767,0,NA,NA,NA,NA,181769,118892,NA,0,5012963,57641,NA,NA,123893,160204,2486650,14962,5012963,57641
"863",2020-10-16,"MD","A",4032,3887,4,145,16288,16288,416,33,NA,111,1648128,10841,NA,129260,NA,NA,NA,134329,134329,781,0,NA,NA,12794,NA,161583,7869,NA,0,3013107,27647,NA,NA,142054,NA,1782457,11622,3013107,27647
"864",2020-10-16,"ME","A+",145,144,1,1,466,466,11,2,NA,5,527776,7545,9979,NA,526133,NA,1,5865,5243,29,0,344,NA,NA,NA,6563,5099,NA,0,533641,7574,10353,NA,NA,NA,NA,0,533019,7582
"865",2020-10-16,"MI","A+",7317,6987,15,330,NA,NA,1000,0,NA,254,4066291,51215,NA,NA,4066291,NA,94,159119,143106,2206,0,NA,NA,NA,NA,195423,104271,NA,0,4225410,53421,310344,NA,NA,NA,NA,0,4261714,53356
"866",2020-10-16,"MN","A",2212,2203,13,9,8718,8718,484,66,2375,126,1527559,21148,NA,NA,NA,NA,NA,119396,119145,2290,0,NA,NA,NA,NA,NA,105120,2430551,43703,2430551,43703,NA,17764,NA,NA,1646704,23428,NA,0
"867",2020-10-16,"MO","B",2459,NA,17,NA,NA,NA,1443,0,NA,NA,1208692,0,78502,71709,2045374,NA,NA,152571,152571,2017,0,4830,4696,3618,NA,173299,NA,NA,0,2222854,0,83529,23021,68258,13340,1359246,0,2222854,0
"868",2020-10-16,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15456,0,NA,NA,NA,NA,NA,80,80,3,0,NA,NA,NA,NA,NA,29,NA,0,15536,3,NA,NA,NA,NA,15533,0,21290,0
"869",2020-10-16,"MS","A+",3160,2869,8,291,6237,6237,596,0,NA,146,729544,24889,NA,NA,NA,NA,75,109255,97953,1116,0,95,NA,NA,NA,NA,94165,NA,0,838799,26005,41053,72982,NA,NA,NA,0,827497,30529
"870",2020-10-16,"MT","C",235,NA,5,NA,986,986,319,27,NA,NA,403867,4968,NA,NA,NA,NA,NA,21595,21595,662,0,NA,NA,NA,NA,NA,13212,NA,0,425462,5630,NA,NA,NA,NA,NA,0,425462,5630
"871",2020-10-16,"NC","A+",3910,3864,36,46,NA,NA,1148,0,NA,299,3298108,36284,NA,NA,NA,NA,NA,241623,233732,2684,0,NA,NA,NA,NA,NA,206471,NA,0,3539731,38968,NA,13588,NA,NA,NA,0,3531840,38654
"872",2020-10-16,"ND","B",301,296,12,5,1221,1221,217,29,271,39,236346,1238,9887,NA,NA,NA,NA,30517,30517,864,0,563,NA,NA,NA,NA,24882,719017,8751,719017,8751,10450,NA,NA,NA,266863,2102,747239,9219
"873",2020-10-16,"NE","A",535,NA,5,NA,2631,2631,323,38,NA,NA,473838,4528,NA,NA,703017,NA,NA,55428,55428,961,0,NA,NA,NA,NA,66100,37653,NA,0,770507,14047,NA,NA,NA,NA,529581,5487,770507,14047
"874",2020-10-16,"NH","B",465,NA,2,NA,761,761,16,0,246,NA,296301,2151,NA,NA,NA,NA,NA,9514,9514,88,0,NA,NA,NA,NA,NA,8155,NA,0,523340,5196,32487,NA,31675,NA,305815,2239,523340,5196
"875",2020-10-16,"NJ","B",16202,14413,5,1789,24160,24160,728,68,NA,178,3883595,30232,NA,NA,NA,NA,60,217804,217804,810,0,NA,NA,NA,NA,NA,35753,NA,0,4101399,31042,NA,NA,NA,NA,NA,0,4101399,31042
"876",2020-10-16,"NM","B",928,NA,6,NA,3861,3861,168,42,NA,NA,1000081,7647,NA,NA,NA,NA,NA,35770,35770,812,0,NA,NA,NA,NA,NA,19613,NA,0,1035851,8459,NA,NA,NA,NA,NA,0,1035851,8459
"877",2020-10-16,"NV","A+",1707,NA,9,NA,NA,NA,469,0,NA,142,658986,1611,NA,NA,NA,NA,60,88685,88685,716,0,NA,NA,NA,NA,NA,NA,1142263,8475,1142263,8475,NA,NA,NA,NA,747671,2327,1154583,0
"878",2020-10-16,"NY","B",25628,NA,10,NA,89995,89995,918,0,NA,200,12130324,134332,NA,NA,NA,NA,97,481107,481107,1707,0,NA,NA,NA,NA,NA,78117,12611431,136039,12611431,136039,NA,NA,NA,NA,NA,0,NA,0
"879",2020-10-16,"OH","A+",5054,4746,16,308,16910,16910,1084,86,3522,279,3625496,40360,NA,NA,NA,NA,134,177991,167674,2148,0,NA,NA,NA,NA,NA,148284,NA,0,3803487,42508,NA,NA,NA,NA,NA,0,3793170,42407
"880",2020-10-16,"OK","A+",1154,NA,11,NA,7601,7601,793,0,NA,291,1312840,17908,NA,NA,1312840,NA,NA,105308,105308,1472,0,4411,NA,NA,NA,117116,89815,NA,0,1418148,19380,83562,NA,NA,NA,NA,0,1432231,19474
"881",2020-10-16,"OR","A+",617,NA,6,NA,2886,2886,190,18,NA,44,736254,5503,NA,NA,736254,NA,15,38935,36971,410,0,NA,NA,NA,NA,NA,5870,NA,0,775189,5913,NA,NA,NA,NA,773225,5889,NA,0
"882",2020-10-16,"PA","A+",8457,NA,25,NA,NA,NA,830,0,NA,NA,2103044,13847,NA,NA,NA,NA,80,179086,172169,1566,0,NA,NA,NA,NA,NA,143268,NA,0,2282130,15413,NA,NA,NA,NA,2275213,15222,3517687,35611
"883",2020-10-16,"PR","B",758,575,15,183,NA,NA,341,0,NA,64,305972,0,NA,NA,303412,NA,35,28174,28174,227,0,28238,NA,NA,NA,7002,25298,NA,0,334146,227,NA,NA,NA,NA,NA,0,310546,0
"884",2020-10-16,"RI","A+",1152,NA,3,NA,3015,3015,137,16,NA,14,362486,3148,NA,NA,897780,NA,5,27691,27691,253,0,NA,NA,NA,NA,37843,2501,935623,8439,935623,8439,NA,NA,NA,NA,390177,3401,NA,0
"885",2020-10-16,"SC","A+",3615,3405,8,210,9854,9854,769,56,NA,206,1404064,18562,68013,NA,1356282,NA,98,162253,155799,1147,0,7925,13448,NA,NA,203581,81106,NA,0,1566317,19709,75938,79570,NA,NA,NA,0,1559863,19492
"886",2020-10-16,"SD","A",307,NA,3,NA,2044,2044,299,44,NA,NA,195185,1958,NA,NA,NA,NA,NA,31805,30940,793,0,NA,NA,NA,NA,NA,24186,NA,0,226990,2751,NA,NA,NA,NA,226990,2751,354104,6888
"887",2020-10-16,"TN","A+",2871,2738,7,133,9489,9489,1281,73,NA,361,3051020,5184,NA,NA,3005275,NA,154,223493,212682,666,0,NA,NA,NA,NA,258427,201831,NA,0,3274513,5850,NA,NA,NA,NA,NA,0,3263702,5750
"888",2020-10-16,"TX","A",16903,NA,91,NA,NA,NA,4248,0,NA,1290,6395368,93286,NA,NA,NA,NA,NA,815678,815678,5870,0,41811,19956,NA,NA,NA,719478,NA,0,7211046,99156,447010,227407,NA,NA,NA,0,7211046,99156
"889",2020-10-16,"UT","A+",537,NA,8,NA,4559,4559,304,48,1007,96,833471,0,NA,NA,1132959,400,NA,91957,91957,1496,0,NA,3312,NA,3157,98643,68092,NA,0,1231602,12129,NA,56742,NA,27965,920788,0,1231602,12129
"890",2020-10-16,"VA","A+",3408,3161,20,247,19913,19913,1002,73,NA,222,2192773,19088,NA,NA,NA,NA,104,164124,154126,1183,0,NA,NA,NA,NA,183829,18911,2346899,20097,2346899,20097,NA,NA,NA,NA,NA,0,NA,0
"891",2020-10-16,"VI","D",21,21,1,NA,NA,NA,NA,0,NA,NA,21175,137,NA,NA,NA,NA,NA,1329,NA,2,0,NA,NA,NA,NA,NA,1294,NA,0,22504,139,NA,NA,NA,NA,NA,0,22534,138
"892",2020-10-16,"VT","B",58,58,0,NA,NA,NA,1,0,NA,NA,174690,867,NA,NA,NA,NA,NA,1915,1915,12,0,NA,NA,NA,NA,NA,1687,NA,0,342441,1866,NA,NA,NA,NA,176605,879,342441,1866
"893",2020-10-16,"WA","B",2232,2232,11,NA,7956,7956,274,73,NA,NA,2073007,22007,NA,NA,NA,NA,18,96185,96185,676,0,NA,NA,NA,NA,NA,NA,2169192,22683,2169192,22683,NA,NA,NA,NA,NA,0,NA,0
"894",2020-10-16,"WI","A+",1588,1574,23,14,9027,9027,1101,135,1325,274,1590569,10725,NA,NA,NA,NA,NA,175227,166186,4105,0,NA,NA,NA,NA,NA,130231,2815801,35157,2815801,35157,NA,NA,NA,NA,1756755,14586,NA,0
"895",2020-10-16,"WV","B",396,392,3,4,NA,NA,188,0,NA,70,647999,10667,NA,NA,NA,NA,31,19580,18718,498,0,NA,NA,NA,NA,NA,14269,NA,0,667579,11165,18627,NA,NA,NA,NA,0,666717,11025
"896",2020-10-16,"WY","B",57,NA,0,NA,359,359,51,5,NA,NA,108754,740,NA,NA,223260,NA,NA,8665,7337,290,0,NA,NA,NA,NA,9147,6494,NA,0,232407,3328,NA,NA,NA,NA,116091,988,232407,3328
"897",2020-10-15,"AK","A",65,65,1,NA,365,365,60,9,NA,NA,509081,2118,NA,NA,508970,NA,7,10380,NA,166,0,NA,NA,NA,NA,10178,6066,NA,0,519461,2284,NA,NA,NA,NA,NA,0,519461,2284
"898",2020-10-15,"AL","A",2756,2590,50,166,18635,18635,844,0,1914,NA,1085415,6939,NA,NA,NA,1091,NA,169162,148659,1185,0,NA,NA,NA,NA,NA,74238,NA,0,1234074,7853,NA,NA,60916,NA,NA,0,1234074,7853
"899",2020-10-15,"AR","A+",1645,1494,11,151,6199,6199,587,51,NA,236,1094699,11592,NA,NA,1094699,760,103,96524,91303,1278,0,NA,3300,NA,5789,NA,86447,NA,0,1186002,12660,NA,21856,NA,32741,NA,0,1186002,12660
"900",2020-10-15,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"901",2020-10-15,"AZ","A+",5789,5502,17,287,20462,20462,726,96,NA,173,1377341,10731,NA,NA,NA,NA,75,228748,223692,1113,0,NA,NA,NA,NA,NA,37782,NA,0,1601033,11831,304875,NA,NA,NA,1601033,11831,NA,0
"902",2020-10-15,"CA","B",16757,NA,118,NA,NA,NA,3078,0,NA,706,15659411,88996,NA,NA,NA,NA,NA,858401,858401,3329,0,NA,NA,NA,NA,NA,NA,NA,0,16517812,92325,NA,NA,NA,NA,NA,0,16517812,92325
"903",2020-10-15,"CO","A",2029,NA,4,NA,8127,8127,420,59,NA,NA,974189,9699,163043,NA,NA,NA,NA,81918,76377,1141,0,12385,NA,NA,NA,NA,7034,1625527,22571,1625527,22571,175428,NA,NA,NA,1050566,10791,NA,0
"904",2020-10-15,"CT","B",4540,3640,3,900,12043,12043,191,198,NA,NA,1872541,15678,NA,NA,NA,NA,NA,62028,59523,167,0,NA,NA,NA,NA,NA,9651,NA,0,1934569,15845,NA,NA,NA,NA,NA,0,1932064,15817
"905",2020-10-15,"DC","A+",638,NA,0,NA,NA,NA,88,0,NA,22,434448,2318,NA,NA,NA,NA,10,16166,NA,34,0,NA,NA,NA,NA,NA,12681,450614,2352,450614,2352,NA,NA,NA,NA,235875,612,NA,0
"906",2020-10-15,"DE","A+",661,580,1,81,NA,NA,111,0,NA,28,296073,1715,NA,NA,NA,NA,NA,22560,21473,95,0,NA,NA,NA,NA,24954,11724,492216,1608,492216,1608,NA,NA,NA,NA,318633,1810,NA,0
"907",2020-10-15,"FL","A",15932,15932,144,NA,47223,47223,2119,212,NA,NA,4898533,24918,487730,475588,7127425,NA,NA,735685,712788,3286,0,51923,NA,50676,NA,958498,NA,8887690,63585,8887690,63585,539844,NA,526404,NA,5628675,28206,8129895,46803
"908",2020-10-15,"GA","A",7492,NA,22,NA,30081,30081,1682,163,5580,NA,2893540,23833,NA,NA,2915627,NA,NA,336241,336241,1640,0,27277,NA,NA,NA,314154,NA,NA,0,3229781,25483,315202,NA,NA,NA,NA,0,3229781,25483
"909",2020-10-15,"GU","A",62,NA,1,NA,NA,NA,72,0,NA,19,54038,485,NA,NA,NA,NA,4,3427,3417,86,0,6,10,NA,NA,NA,2294,NA,0,57465,571,199,30,NA,NA,NA,0,57433,568
"910",2020-10-15,"HI","B",183,NA,10,NA,961,961,105,10,NA,27,295153,0,NA,NA,NA,NA,9,13872,13674,99,0,NA,NA,NA,NA,13613,10883,462541,4069,462541,4069,NA,NA,NA,NA,308090,0,NA,0
"911",2020-10-15,"IA","A+",1506,NA,9,NA,NA,NA,482,0,NA,107,736889,5020,NA,59547,NA,NA,49,98717,98717,1333,0,NA,NA,3638,4921,NA,80203,NA,0,835606,6353,NA,NA,63224,44640,837215,6354,NA,0
"912",2020-10-15,"ID","A",516,475,4,41,2122,2122,219,36,492,56,298219,1603,NA,NA,NA,NA,NA,49892,44651,645,0,NA,NA,NA,NA,NA,24983,NA,0,342870,2094,NA,NA,NA,NA,342870,2094,NA,0
"913",2020-10-15,"IL","A",9373,9127,53,246,NA,NA,1932,0,NA,388,6199389,63071,NA,NA,NA,NA,147,334658,331620,4015,0,NA,NA,NA,NA,NA,NA,NA,0,6534047,67086,NA,NA,NA,NA,NA,0,6531009,67086
"914",2020-10-15,"IN","A+",3864,3632,28,232,14353,14353,1355,125,2845,377,1380190,8399,NA,NA,NA,NA,132,141212,NA,1943,0,NA,NA,NA,NA,140901,105594,NA,0,2450279,7707,NA,NA,NA,NA,1521402,10342,2450279,7707
"915",2020-10-15,"KS","A+",838,NA,0,NA,3309,3309,488,0,913,128,510672,0,NA,NA,NA,280,42,69155,NA,0,0,NA,NA,NA,NA,NA,2340,NA,0,579827,0,NA,NA,NA,NA,579827,0,NA,0
"916",2020-10-15,"KY","B",1296,1282,20,14,6506,6506,738,27,1616,192,1561184,30356,NA,NA,NA,NA,NA,84195,71896,1182,0,NA,NA,NA,NA,NA,16928,NA,0,1633080,31193,80048,38136,NA,NA,NA,0,1633080,31193
"917",2020-10-15,"LA","A",5707,5507,12,200,NA,NA,566,0,NA,NA,2369055,25541,NA,NA,NA,NA,61,176952,173864,743,0,NA,NA,NA,NA,NA,161792,NA,0,2546007,26284,NA,NA,NA,NA,2542919,26284,NA,0
"918",2020-10-15,"MA","A+",9672,9452,25,220,12946,12946,503,13,NA,92,2333037,14169,NA,NA,NA,NA,34,141579,138651,587,0,NA,NA,NA,NA,180913,118892,NA,0,4955322,59123,NA,NA,123572,157165,2471688,14737,4955322,59123
"919",2020-10-15,"MD","A",4028,3883,6,145,16255,16255,412,40,NA,109,1637287,9551,NA,129260,NA,NA,NA,133548,133548,630,0,NA,NA,12794,NA,160667,7851,NA,0,2985460,28636,NA,NA,142054,NA,1770835,10181,2985460,28636
"920",2020-10-15,"ME","A+",144,143,1,1,464,464,11,1,NA,5,520231,5645,9979,NA,518593,NA,1,5836,5206,20,0,344,NA,NA,NA,6523,5070,NA,0,526067,5665,10335,NA,NA,NA,NA,0,525437,5660
"921",2020-10-15,"MI","A+",7302,6973,34,329,NA,NA,1000,0,NA,254,4015076,40119,NA,NA,4015076,NA,95,156913,141091,2458,0,NA,NA,NA,NA,193282,104271,NA,0,4171989,42577,309383,NA,NA,NA,NA,0,4208358,42122
"922",2020-10-15,"MN","A",2199,2192,19,7,8652,8652,445,67,2362,115,1506411,8943,NA,NA,NA,NA,NA,117106,116865,1163,0,NA,NA,NA,NA,NA,104547,2386848,19504,2386848,19504,NA,16963,NA,NA,1623276,10045,NA,0
"923",2020-10-15,"MO","B",2442,NA,22,NA,NA,NA,1443,0,NA,NA,1208692,5210,78502,71709,2045374,NA,NA,150554,150554,1875,0,4830,4696,3618,NA,173299,NA,NA,0,2222854,16480,83529,23021,68258,13340,1359246,7085,2222854,16480
"924",2020-10-15,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15456,0,NA,NA,NA,NA,NA,77,77,0,0,NA,NA,NA,NA,NA,29,NA,0,15533,0,NA,NA,NA,NA,15533,0,21290,0
"925",2020-10-15,"MS","A+",3152,2864,12,288,6237,6237,598,0,NA,138,704655,0,NA,NA,NA,NA,69,108139,97236,1322,0,95,NA,NA,NA,NA,94165,NA,0,812794,1322,40048,66989,NA,NA,NA,0,796968,0
"926",2020-10-15,"MT","C",230,NA,5,NA,959,959,301,39,NA,NA,398899,4530,NA,NA,NA,NA,NA,20933,20933,723,0,NA,NA,NA,NA,NA,12854,NA,0,419832,5253,NA,NA,NA,NA,NA,0,419832,5253
"927",2020-10-15,"NC","A+",3874,3831,18,43,NA,NA,1140,0,NA,296,3261824,30996,NA,NA,NA,NA,NA,238939,231362,2532,0,NA,NA,NA,NA,NA,206471,NA,0,3500763,33528,NA,12872,NA,NA,NA,0,3493186,33243
"928",2020-10-15,"ND","B",289,284,12,5,1192,1192,207,33,268,38,235108,822,9771,NA,NA,NA,NA,29653,29653,706,0,527,NA,NA,NA,NA,24336,710266,6732,710266,6732,10298,NA,NA,NA,264761,1528,738020,7118
"929",2020-10-15,"NE","A",530,NA,3,NA,2593,2593,311,38,NA,NA,469310,3442,NA,NA,690063,NA,NA,54467,54467,924,0,NA,NA,NA,NA,65022,37122,NA,0,756460,12277,NA,NA,NA,NA,524094,4368,756460,12277
"930",2020-10-15,"NH","B",463,NA,5,NA,761,761,18,1,245,NA,294150,1880,NA,NA,NA,NA,NA,9426,9426,77,0,NA,NA,NA,NA,NA,8134,NA,0,518144,4692,32460,NA,31654,NA,303576,1957,518144,4692
"931",2020-10-15,"NJ","B",16197,14408,6,1789,24092,24092,733,115,NA,178,3853363,32519,NA,NA,NA,NA,60,216994,216994,971,0,NA,NA,NA,NA,NA,35654,NA,0,4070357,33490,NA,NA,NA,NA,NA,0,4070357,33490
"932",2020-10-15,"NM","B",922,NA,1,NA,3819,3819,150,30,NA,NA,992434,7695,NA,NA,NA,NA,NA,34958,34958,668,0,NA,NA,NA,NA,NA,19457,NA,0,1027392,8363,NA,NA,NA,NA,NA,0,1027392,8363
"933",2020-10-15,"NV","A+",1698,NA,7,NA,NA,NA,486,0,NA,142,657375,-2729,NA,NA,NA,NA,63,87969,87969,655,0,NA,NA,NA,NA,NA,NA,1133788,9280,1133788,9280,NA,NA,NA,NA,745344,-466,1154583,0
"934",2020-10-15,"NY","B",25618,NA,13,NA,89995,89995,897,0,NA,197,11995992,131752,NA,NA,NA,NA,95,479400,479400,1460,0,NA,NA,NA,NA,NA,78006,12475392,133212,12475392,133212,NA,NA,NA,NA,NA,0,NA,0
"935",2020-10-15,"OH","A+",5038,4730,5,308,16824,16824,1041,108,3507,266,3585136,32149,NA,NA,NA,NA,134,175843,165627,2178,0,NA,NA,NA,NA,NA,147063,NA,0,3760979,34327,NA,NA,NA,NA,NA,0,3750763,34218
"936",2020-10-15,"OK","A+",1143,NA,11,NA,7601,7601,781,72,NA,293,1294932,11878,NA,NA,1294932,NA,NA,103836,103836,1221,0,4411,NA,NA,NA,115879,88780,NA,0,1398768,13099,83562,NA,NA,NA,NA,0,1412757,13372
"937",2020-10-15,"OR","A+",611,NA,3,NA,2868,2868,199,20,NA,49,730751,7359,NA,NA,730751,NA,16,38525,36585,365,0,NA,NA,NA,NA,NA,5870,NA,0,769276,7724,NA,NA,NA,NA,767336,7702,NA,0
"938",2020-10-15,"PA","A+",8432,NA,21,NA,NA,NA,799,0,NA,NA,2089197,14468,NA,NA,NA,NA,94,177520,170794,1598,0,NA,NA,NA,NA,NA,142016,NA,0,2266717,16066,NA,NA,NA,NA,2259991,15912,3482076,34781
"939",2020-10-15,"PR","B",743,562,1,181,NA,NA,354,0,NA,62,305972,0,NA,NA,303412,NA,37,27947,27947,318,0,28138,NA,NA,NA,7002,25071,NA,0,333919,318,NA,NA,NA,NA,NA,0,310546,0
"940",2020-10-15,"RI","A+",1149,NA,2,NA,2999,2999,129,15,NA,12,359338,3439,NA,NA,889584,NA,5,27438,27438,274,0,NA,NA,NA,NA,37600,2493,927184,14925,927184,14925,NA,NA,NA,NA,386776,3713,NA,0
"941",2020-10-15,"SC","A+",3607,3400,14,207,9798,9798,762,63,NA,204,1385502,18746,67652,NA,1338036,NA,94,161106,154869,1297,0,7857,13214,NA,NA,202335,80460,NA,0,1546608,20043,75509,76551,NA,NA,NA,0,1540371,19886
"942",2020-10-15,"SD","A",304,NA,13,NA,2000,2000,304,37,NA,NA,193227,1121,NA,NA,NA,NA,NA,31012,30220,797,0,NA,NA,NA,NA,NA,23576,NA,0,224239,1918,NA,NA,NA,NA,224239,1918,347216,4254
"943",2020-10-15,"TN","A+",2864,2731,36,133,9416,9416,1331,45,NA,378,3045836,22553,NA,NA,3000124,NA,173,222827,212116,2289,0,NA,NA,NA,NA,257828,200164,NA,0,3268663,24842,NA,NA,NA,NA,NA,0,3257952,24653
"944",2020-10-15,"TX","A",16812,NA,95,NA,NA,NA,4263,0,NA,1290,6302082,39488,NA,NA,NA,NA,NA,809808,809808,4726,0,41396,19343,NA,NA,NA,716015,NA,0,7111890,44214,444135,213011,NA,NA,NA,0,7111890,44214
"945",2020-10-15,"UT","A+",529,NA,2,NA,4511,4511,277,51,1001,99,833471,5413,NA,NA,1122108,400,NA,90461,90461,1498,0,NA,3192,NA,3039,97365,66683,NA,0,1219473,13307,NA,54484,NA,27214,920788,6648,1219473,13307
"946",2020-10-15,"VA","A+",3388,3149,7,239,19840,19840,1009,86,NA,220,2173685,21355,NA,NA,NA,NA,104,162941,153117,1331,0,NA,NA,NA,NA,182743,18831,2326802,22433,2326802,22433,NA,NA,NA,NA,NA,0,NA,0
"947",2020-10-15,"VI","D",20,20,0,NA,NA,NA,NA,0,NA,NA,21038,179,NA,NA,NA,NA,NA,1327,NA,-1,0,NA,NA,NA,NA,NA,1292,NA,0,22365,178,NA,NA,NA,NA,NA,0,22396,178
"948",2020-10-15,"VT","B",58,58,0,NA,NA,NA,6,0,NA,NA,173823,456,NA,NA,NA,NA,NA,1903,1903,14,0,NA,NA,NA,NA,NA,1685,NA,0,340575,5127,NA,NA,NA,NA,175726,470,340575,5127
"949",2020-10-15,"WA","B",2221,2221,10,NA,7883,7883,281,9,NA,NA,2051000,21867,NA,NA,NA,NA,25,95509,95509,734,0,NA,NA,NA,NA,NA,NA,2146509,22601,2146509,22601,NA,NA,NA,NA,NA,0,NA,0
"950",2020-10-15,"WI","A+",1565,1553,18,12,8892,8892,1043,138,1308,264,1579844,11455,NA,NA,NA,NA,NA,171122,162325,4040,0,NA,NA,NA,NA,NA,127576,2780644,33859,2780644,33859,NA,NA,NA,NA,1742169,15202,NA,0
"951",2020-10-15,"WV","B",393,389,2,4,NA,NA,180,0,NA,60,637332,6685,NA,NA,NA,NA,31,19082,18360,264,0,NA,NA,NA,NA,NA,14066,NA,0,656414,6949,18434,NA,NA,NA,NA,0,655692,6921
"952",2020-10-15,"WY","B",57,NA,0,NA,354,354,51,2,NA,NA,108014,5165,NA,NA,220248,NA,NA,8375,7089,198,0,NA,NA,NA,NA,8831,6360,NA,0,229079,3561,NA,NA,NA,NA,115103,5340,229079,3561
"953",2020-10-14,"AK","A",64,64,4,NA,356,356,56,1,NA,NA,506963,2233,NA,NA,506755,NA,7,10214,NA,155,0,NA,NA,NA,NA,10109,5950,NA,0,517177,2388,NA,NA,NA,NA,NA,0,517177,2388
"954",2020-10-14,"AL","A",2706,2549,41,157,18635,18635,834,195,1907,NA,1078476,4352,NA,NA,NA,1085,NA,167977,147745,784,0,NA,NA,NA,NA,NA,74238,NA,0,1226221,5014,NA,NA,60687,NA,NA,0,1226221,5014
"955",2020-10-14,"AR","A+",1634,1484,23,150,6148,6148,582,79,NA,241,1083107,9793,NA,NA,1083107,755,112,95246,90235,1079,0,NA,3300,NA,5537,NA,85597,NA,0,1173342,10677,NA,21856,NA,31294,NA,0,1173342,10677
"956",2020-10-14,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"957",2020-10-14,"AZ","A+",5772,5485,5,287,20366,20366,711,54,NA,163,1366610,7263,NA,NA,NA,NA,85,227635,222592,901,0,NA,NA,NA,NA,NA,37586,NA,0,1589202,8051,303875,NA,NA,NA,1589202,8051,NA,0
"958",2020-10-14,"CA","B",16639,NA,58,NA,NA,NA,3126,0,NA,753,15570415,89104,NA,NA,NA,NA,NA,855072,855072,2666,0,NA,NA,NA,NA,NA,NA,NA,0,16425487,91770,NA,NA,NA,NA,NA,0,16425487,91770
"959",2020-10-14,"CO","A",2025,NA,16,NA,8068,8068,405,65,NA,NA,964490,6600,162573,NA,NA,NA,NA,80777,75285,692,0,12345,NA,NA,NA,NA,6968,1602956,14324,1602956,14324,174918,NA,NA,NA,1039775,7230,NA,0
"960",2020-10-14,"CT","B",4537,3637,4,900,11845,11845,188,0,NA,NA,1856863,8212,NA,NA,NA,NA,NA,61861,59384,164,0,NA,NA,NA,NA,NA,9522,NA,0,1918724,8376,NA,NA,NA,NA,NA,0,1916247,8359
"961",2020-10-14,"DC","A+",638,NA,1,NA,NA,NA,86,0,NA,24,432130,5117,NA,NA,NA,NA,7,16132,NA,64,0,NA,NA,NA,NA,NA,12627,448262,5181,448262,5181,NA,NA,NA,NA,235263,1813,NA,0
"962",2020-10-14,"DE","A+",660,580,1,80,NA,NA,116,0,NA,22,294358,1000,NA,NA,NA,NA,NA,22465,21380,71,0,NA,NA,NA,NA,24902,11665,490608,3707,490608,3707,NA,NA,NA,NA,316823,1071,NA,0
"963",2020-10-14,"FL","A",15788,15788,66,NA,47011,47011,2155,258,NA,NA,4873615,18940,487730,475588,7084988,NA,NA,732399,710164,2808,0,51923,NA,50676,NA,954232,NA,8824105,52615,8824105,52615,539844,NA,526404,NA,5600469,21738,8083092,40330
"964",2020-10-14,"GA","A",7470,NA,16,NA,29918,29918,1705,156,5546,NA,2869707,22463,NA,NA,2891366,NA,NA,334601,334601,1297,0,27039,NA,NA,NA,312932,NA,NA,0,3204298,23760,313858,NA,NA,NA,NA,0,3204298,23760
"965",2020-10-14,"GU","A",61,NA,0,NA,NA,NA,62,0,NA,14,53553,451,NA,NA,NA,NA,4,3341,3331,75,0,5,10,NA,NA,NA,2295,NA,0,56894,526,198,27,NA,NA,NA,0,56865,522
"966",2020-10-14,"HI","B",173,NA,4,NA,951,951,109,12,NA,26,295153,0,NA,NA,NA,NA,14,13773,13575,61,0,NA,NA,NA,NA,13520,10834,458472,2354,458472,2354,NA,NA,NA,NA,308090,0,NA,0
"967",2020-10-14,"IA","A+",1497,NA,12,NA,NA,NA,473,0,NA,106,731869,3338,NA,59226,NA,NA,46,97384,97384,1046,0,NA,NA,3612,4722,NA,79121,NA,0,829253,4384,NA,NA,62877,43301,830861,4379,NA,0
