"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"754",2020-10-18,"MN","A",2234,2224,17,10,8866,8866,484,65,2405,126,1558506,17973,NA,NA,NA,NA,NA,122812,122524,1722,0,NA,NA,NA,NA,NA,108316,2489218,30947,2489218,30947,NA,20516,NA,NA,1681318,19967,NA,0
"755",2020-10-18,"MO","B",2582,NA,2,NA,NA,NA,918,0,NA,NA,1229840,6105,79346,71709,2100802,NA,NA,156696,156696,1768,0,4983,5042,3618,NA,179986,NA,NA,0,2285067,18079,84527,25059,68797,14120,1386536,7873,2285067,18079
"756",2020-10-18,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15456,0,NA,NA,NA,NA,NA,86,86,0,0,NA,NA,NA,NA,NA,29,NA,0,15542,0,NA,NA,NA,NA,15533,0,19835,0
"757",2020-10-18,"MS","A+",3171,2879,0,292,6237,6237,609,0,NA,140,729544,0,NA,NA,NA,NA,69,110006,98475,0,0,95,NA,NA,NA,NA,94165,NA,0,839550,0,41053,72982,NA,NA,NA,0,827497,0
"758",2020-10-18,"MT","C",241,NA,1,NA,1010,1010,331,9,NA,NA,408313,2418,NA,NA,NA,NA,NA,22821,22821,588,0,NA,NA,NA,NA,NA,13441,NA,0,431134,3006,NA,NA,NA,NA,NA,0,431134,3006
"759",2020-10-18,"NC","A+",3934,3887,5,47,NA,NA,1129,0,NA,310,3371230,32383,NA,NA,NA,NA,NA,246028,237805,2303,0,NA,NA,NA,NA,NA,206471,NA,0,3617258,34686,NA,15275,NA,NA,NA,0,3609035,34591
"760",2020-10-18,"ND","B",301,296,0,5,1253,1253,210,11,277,35,238577,1166,9914,NA,NA,NA,NA,31978,31978,717,0,572,NA,NA,NA,NA,25922,733088,6901,733088,6901,10486,NA,NA,NA,270555,1883,762083,7314
"761",2020-10-18,"NE","A",548,NA,1,NA,2650,2650,320,3,NA,NA,481793,3160,NA,NA,721983,NA,NA,57334,57334,620,0,NA,NA,NA,NA,68235,38629,NA,0,791630,7195,NA,NA,NA,NA,539442,3781,791630,7195
"762",2020-10-18,"NH","B",467,NA,1,NA,761,761,17,0,246,NA,303670,1680,NA,NA,NA,NA,NA,9694,9694,69,0,NA,NA,NA,NA,NA,8256,NA,0,538613,15272,32583,NA,31764,NA,313364,1749,538613,15272
"763",2020-10-18,"NJ","B",16211,14422,7,1789,24160,24160,732,0,NA,169,3917058,0,NA,NA,NA,NA,67,220013,220013,1275,0,NA,NA,NA,NA,NA,35889,NA,0,4137071,1275,NA,NA,NA,NA,NA,0,4135796,0
"764",2020-10-18,"NM","B",934,NA,5,NA,3940,3940,171,29,NA,NA,1018103,7719,NA,NA,NA,NA,NA,36788,36788,445,0,NA,NA,NA,NA,NA,19894,NA,0,1054891,8164,NA,NA,NA,NA,NA,0,1054891,8164
"765",2020-10-18,"NV","A+",1710,NA,3,NA,NA,NA,503,0,NA,139,669247,3665,NA,NA,NA,NA,60,90261,90261,609,0,NA,NA,NA,NA,NA,NA,1154653,4230,1154653,4230,NA,NA,NA,NA,759508,4274,1154583,0
"766",2020-10-18,"NY","B",25644,NA,7,NA,89995,89995,913,0,NA,200,12415885,127373,NA,NA,NA,NA,102,484281,484281,1390,0,NA,NA,NA,NA,NA,78362,12900166,128763,12900166,128763,NA,NA,NA,NA,NA,0,NA,0
"767",2020-10-18,"OH","A+",5067,4759,0,308,17061,17061,1097,52,3547,289,3718862,44688,NA,NA,NA,NA,133,181787,171245,1562,0,NA,NA,NA,NA,NA,150167,NA,0,3900649,46250,NA,NA,NA,NA,NA,0,3890107,46122
"768",2020-10-18,"OK","A+",1171,NA,3,NA,7798,7798,792,28,NA,301,1327532,0,NA,NA,1327532,NA,NA,107299,107299,796,0,4635,NA,NA,NA,118537,91643,NA,0,1434831,796,85717,NA,NA,NA,NA,0,1448159,0
"769",2020-10-18,"OR","A+",620,NA,0,NA,2886,2886,190,0,NA,44,745572,3245,NA,NA,745572,NA,15,39532,36971,216,0,NA,NA,NA,NA,NA,5870,NA,0,785104,3461,NA,NA,NA,NA,773225,0,NA,0
"770",2020-10-18,"PA","A+",8492,NA,26,NA,NA,NA,841,0,NA,NA,2132651,12801,NA,NA,NA,NA,93,182212,175048,1269,0,NA,NA,NA,NA,NA,144754,NA,0,2314863,14070,NA,NA,NA,NA,2307699,13999,3562114,0
"771",2020-10-18,"PR","B",766,583,5,183,NA,NA,292,0,NA,59,305972,0,NA,NA,303412,NA,39,28711,28711,418,0,28582,NA,NA,NA,7002,25870,NA,0,334683,418,NA,NA,NA,NA,NA,0,310546,0
"772",2020-10-18,"RI","A+",1158,NA,0,NA,3050,3050,124,11,NA,16,369962,3166,NA,NA,936469,NA,4,28262,28262,284,0,NA,NA,NA,NA,38515,2546,974984,13977,974984,13977,NA,NA,NA,NA,398224,3450,NA,0
"773",2020-10-18,"SC","A+",3650,3439,13,211,9939,9939,716,22,NA,186,1437273,15436,68524,NA,1388936,NA,97,163990,157394,776,0,8105,13785,NA,NA,205731,82119,NA,0,1601263,16212,76629,82974,NA,NA,NA,0,1594667,16175
"774",2020-10-18,"SD","A",323,NA,8,NA,2119,2119,300,42,NA,NA,197778,1185,NA,NA,NA,NA,NA,33269,32339,658,0,NA,NA,NA,NA,NA,24934,NA,0,231047,1843,NA,NA,NA,NA,231047,1843,364409,4422
"775",2020-10-18,"TN","A+",2909,2776,6,133,9577,9577,1105,22,NA,324,3112075,33081,NA,NA,3065776,NA,143,228744,217412,2605,0,NA,NA,NA,NA,263711,204726,NA,0,3340819,35686,NA,NA,NA,NA,NA,0,3329487,35431
"776",2020-10-18,"TX","A",17014,NA,30,NA,NA,NA,4226,0,NA,1340,6503140,49467,NA,NA,NA,NA,NA,823779,823779,3216,0,42428,20640,NA,NA,NA,726231,NA,0,7326919,52683,450891,236598,NA,NA,NA,0,7326919,52683
"777",2020-10-18,"UT","A+",543,NA,3,NA,4656,4656,307,46,1022,102,853851,5904,NA,NA,1151842,401,NA,94394,94394,1097,0,NA,3424,NA,3261,101141,70166,NA,0,1252983,9579,NA,59735,NA,28872,945066,7205,1252983,9579
"778",2020-10-18,"VA","A+",3433,3186,11,247,20006,20006,972,17,NA,205,2230940,19628,NA,NA,NA,NA,95,166138,155838,900,0,NA,NA,NA,NA,185890,19034,2386778,20398,2386778,20398,NA,NA,NA,NA,NA,0,NA,0
"779",2020-10-18,"VI","D",21,21,0,NA,NA,NA,NA,0,NA,NA,21517,342,NA,NA,NA,NA,NA,1335,NA,6,0,NA,NA,NA,NA,NA,1296,NA,0,22852,348,NA,NA,NA,NA,NA,0,22879,345
"780",2020-10-18,"VT","B",58,58,0,NA,NA,NA,2,0,NA,NA,176523,1116,NA,NA,NA,NA,NA,1937,1937,11,0,NA,NA,NA,NA,NA,1689,NA,0,355657,5301,NA,NA,NA,NA,178460,1127,355657,5301
"781",2020-10-18,"WA","B",2239,2239,0,NA,7994,7994,292,23,NA,NA,2116889,19529,NA,NA,NA,NA,26,98201,98201,1307,0,NA,NA,NA,NA,NA,NA,2214560,20306,2214560,20306,NA,NA,NA,NA,NA,0,NA,0
"782",2020-10-18,"WI","A+",1588,1574,0,14,9027,9027,1090,0,1325,284,1590569,0,NA,NA,NA,NA,NA,175227,166186,0,0,NA,NA,NA,NA,NA,130231,2875130,26894,2875130,26894,NA,NA,NA,NA,1756755,0,NA,0
"783",2020-10-18,"WV","B",399,395,0,4,NA,NA,173,0,NA,64,660791,8231,NA,NA,NA,NA,28,20081,19142,280,0,NA,NA,NA,NA,NA,14742,NA,0,680872,8511,18724,NA,NA,NA,NA,0,679933,8470
"784",2020-10-18,"WY","B",57,NA,0,NA,360,360,51,2,NA,NA,108754,0,NA,NA,224580,NA,NA,9025,7673,209,0,NA,NA,NA,NA,9345,6627,NA,0,233925,797,NA,NA,NA,NA,116091,0,233925,797
"785",2020-10-17,"AK","A",67,67,1,NA,377,377,68,4,NA,NA,519689,7626,NA,NA,519506,NA,9,10811,NA,210,0,NA,NA,NA,NA,10678,6448,NA,0,530500,7836,NA,NA,NA,NA,NA,0,530500,7836
"786",2020-10-17,"AL","A",2788,2620,2,168,18855,18855,823,0,1933,NA,1098099,6641,NA,NA,NA,1102,NA,171662,150696,1288,0,NA,NA,NA,NA,NA,74238,NA,0,1248795,7613,NA,NA,61431,NA,NA,0,1248795,7613
"787",2020-10-17,"AR","A+",1684,1533,19,151,6278,6278,573,35,NA,236,1114815,9034,NA,NA,1114815,766,92,98422,92827,883,0,NA,3300,NA,6192,NA,87920,NA,0,1207642,9744,NA,21856,NA,35396,NA,0,1207642,9744
"788",2020-10-17,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"789",2020-10-17,"AZ","A+",5824,5539,18,285,20618,20618,757,127,NA,174,1395439,10458,NA,NA,NA,NA,81,230407,225264,921,0,NA,NA,NA,NA,NA,38193,NA,0,1620703,11323,307425,NA,NA,NA,1620703,11323,NA,0
"790",2020-10-17,"CA","B",16899,NA,69,NA,NA,NA,2995,0,NA,743,15892256,131776,NA,NA,NA,NA,NA,864455,864455,2979,0,NA,NA,NA,NA,NA,NA,NA,0,16756711,134755,NA,NA,NA,NA,NA,0,16756711,134755
"791",2020-10-17,"CO","A",2042,NA,0,NA,8217,8217,428,48,NA,NA,991408,9154,164003,NA,NA,NA,NA,84369,78569,1139,0,12492,NA,NA,NA,NA,7127,1668053,21496,1668053,21496,176495,NA,NA,NA,1069977,10146,NA,0
"792",2020-10-17,"CT","B",4542,3641,0,901,12043,12043,184,0,NA,NA,1904803,0,NA,NA,NA,NA,NA,62830,60309,0,0,NA,NA,NA,NA,NA,9651,NA,0,1967633,0,NA,NA,NA,NA,NA,0,1965112,0
"793",2020-10-17,"DC","A+",641,NA,0,NA,NA,NA,84,0,NA,23,446634,7102,NA,NA,NA,NA,8,16334,NA,79,0,NA,NA,NA,NA,NA,12793,462968,7181,462968,7181,NA,NA,NA,NA,239835,2161,NA,0
"794",2020-10-17,"DE","A+",664,583,2,81,NA,NA,101,0,NA,26,301527,3109,NA,NA,NA,NA,NA,22942,21849,218,0,NA,NA,NA,NA,25217,11928,501473,6058,501473,6058,NA,NA,NA,NA,324469,3327,NA,0
"795",2020-10-17,"FL","A",16118,16118,88,NA,47513,47513,2031,117,NA,NA,4951619,26371,487730,475588,7226175,NA,NA,743018,718916,3968,0,51923,NA,50676,NA,967848,NA,9042143,76807,9042143,76807,539844,NA,526404,NA,5689110,30330,8238315,58132
"796",2020-10-17,"GA","A",7607,NA,51,NA,30350,30350,1622,133,5654,NA,2941284,24864,NA,NA,2963488,NA,NA,339384,339384,1534,0,27746,NA,NA,NA,317180,NA,NA,0,3280668,26398,318261,NA,NA,NA,NA,0,3280668,26398
"797",2020-10-17,"GU","A",64,NA,1,NA,NA,NA,67,0,NA,15,55063,479,NA,NA,NA,NA,4,3617,3606,79,0,6,11,NA,NA,NA,2297,NA,0,58680,558,201,32,NA,NA,NA,0,58088,0
"798",2020-10-17,"HI","B",185,NA,1,NA,988,988,100,10,NA,25,295153,0,NA,NA,NA,NA,14,14047,13853,85,0,NA,NA,NA,NA,13794,10947,469684,3654,469684,3654,NA,NA,NA,NA,308090,0,NA,0
"799",2020-10-17,"IA","A+",1527,NA,4,NA,NA,NA,461,0,NA,104,726781,3952,NA,60167,NA,NA,46,101103,101103,1157,0,NA,NA,3663,5158,NA,81502,NA,0,827884,5109,NA,NA,63869,65216,829503,5119,NA,0
"800",2020-10-17,"ID","A",523,482,6,41,2174,2174,221,37,495,55,302432,2070,NA,NA,NA,NA,NA,51704,46086,1094,0,NA,NA,NA,NA,NA,25457,NA,0,348518,2933,NA,NA,NA,NA,348518,2933,457644,4943
"801",2020-10-17,"IL","A",9452,9192,27,260,NA,NA,2073,0,NA,422,6356454,73860,NA,NA,NA,NA,165,343390,339803,3629,0,NA,NA,NA,NA,NA,NA,NA,0,6699844,77489,NA,NA,NA,NA,NA,0,6696257,77489
"802",2020-10-17,"IN","A+",3918,3685,31,233,14604,14604,1358,131,2883,403,1399950,10496,NA,NA,NA,NA,136,145977,NA,2482,0,NA,NA,NA,NA,143090,106319,NA,0,2485506,34221,NA,NA,NA,NA,1545927,12978,2485506,34221
"803",2020-10-17,"KS","A+",859,NA,0,NA,3370,3370,456,0,933,123,518334,0,NA,NA,NA,284,47,70855,NA,0,0,NA,NA,NA,NA,NA,2379,NA,0,589189,0,NA,NA,NA,NA,589189,0,NA,0
"804",2020-10-17,"KY","B",1312,1298,12,14,6592,6592,691,47,1629,185,1600733,19810,NA,NA,NA,NA,NA,86797,73915,1291,0,NA,NA,NA,NA,NA,17155,NA,0,1674648,20801,80982,39004,NA,NA,NA,0,1674648,20801
"805",2020-10-17,"LA","A",5727,5527,0,200,NA,NA,557,0,NA,NA,2387926,0,NA,NA,NA,NA,60,177726,174638,0,0,NA,NA,NA,NA,NA,161792,NA,0,2565652,0,NA,NA,NA,NA,2562564,0,NA,0
"806",2020-10-17,"MA","A+",9723,9503,21,220,12990,12990,500,19,NA,88,2359142,11845,NA,NA,NA,NA,36,142930,139903,584,0,NA,NA,NA,NA,182472,118892,NA,0,5088797,75834,NA,NA,123968,161945,2499045,12395,5088797,75834
"807",2020-10-17,"MD","A",4036,3891,4,145,16352,16352,422,64,NA,108,1659777,11649,NA,129260,NA,NA,NA,135127,135127,798,0,NA,NA,12794,NA,162576,7880,NA,0,3049634,36527,NA,NA,142054,NA,1794904,12447,3049634,36527
"808",2020-10-17,"ME","A+",146,145,1,1,467,467,11,1,NA,5,527776,0,9979,NA,526133,NA,1,5913,5283,48,0,344,NA,NA,NA,6563,5112,NA,0,533689,48,10353,NA,NA,NA,NA,0,533019,0
"809",2020-10-17,"MI","A+",7317,6987,0,330,NA,NA,1000,0,NA,254,4111638,45347,NA,NA,4111638,NA,94,159119,143106,0,0,NA,NA,NA,NA,197889,109539,NA,0,4270757,45347,310344,NA,NA,NA,NA,0,4261714,0
"810",2020-10-17,"MN","A",2217,2208,5,9,8801,8801,484,83,2393,126,1540533,12974,NA,NA,NA,NA,NA,121090,120818,1694,0,NA,NA,NA,NA,NA,106774,2458271,27720,2458271,27720,NA,18861,NA,NA,1661351,14647,NA,0
"811",2020-10-17,"MO","B",2580,NA,121,NA,NA,NA,1431,0,NA,NA,1223735,15043,79062,71709,2084659,NA,NA,154928,154928,2357,0,4929,4963,3618,NA,178082,NA,NA,0,2266988,44134,84189,24668,68599,13907,1378663,19417,2266988,44134
"812",2020-10-17,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15456,0,NA,NA,NA,NA,NA,86,86,6,0,NA,NA,NA,NA,NA,29,NA,0,15542,6,NA,NA,NA,NA,15533,0,19835,-1455
"813",2020-10-17,"MS","A+",3171,2879,11,292,6237,6237,609,0,NA,140,729544,0,NA,NA,NA,NA,69,110006,98475,751,0,95,NA,NA,NA,NA,94165,NA,0,839550,751,41053,72982,NA,NA,NA,0,827497,0
"814",2020-10-17,"MT","C",240,NA,5,NA,1001,1001,324,15,NA,NA,405895,2028,NA,NA,NA,NA,NA,22233,22233,638,0,NA,NA,NA,NA,NA,13395,NA,0,428128,2666,NA,NA,NA,NA,NA,0,428128,2666
"815",2020-10-17,"NC","A+",3929,3882,19,47,NA,NA,1140,0,NA,316,3338847,40739,NA,NA,NA,NA,NA,243725,235597,2102,0,NA,NA,NA,NA,NA,206471,NA,0,3582572,42841,NA,14658,NA,NA,NA,0,3574444,42604
"816",2020-10-17,"ND","B",301,296,0,5,1242,1242,217,21,274,39,237411,1065,9909,NA,NA,NA,NA,31261,31261,744,0,569,NA,NA,NA,NA,25492,726187,7170,726187,7170,10478,NA,NA,NA,268672,1809,754769,7530
"817",2020-10-17,"NE","A",547,NA,12,NA,2647,2647,322,16,NA,NA,478633,4795,NA,NA,715487,NA,NA,56714,56714,1286,0,NA,NA,NA,NA,67543,38083,NA,0,784435,13928,NA,NA,NA,NA,535661,6080,784435,13928
"818",2020-10-17,"NH","B",466,NA,1,NA,761,761,18,0,246,NA,301990,5689,NA,NA,NA,NA,NA,9625,9625,111,0,NA,NA,NA,NA,NA,8222,NA,0,523341,1,32487,NA,31731,NA,311615,5800,523341,1
"819",2020-10-17,"NJ","B",16204,14415,2,1789,24160,24160,759,0,NA,179,3917058,33463,NA,NA,NA,NA,60,218738,218738,934,0,NA,NA,NA,NA,NA,35812,NA,0,4135796,34397,NA,NA,NA,NA,NA,0,4135796,34397
"820",2020-10-17,"NM","B",929,NA,1,NA,3911,3911,173,50,NA,NA,1010384,10303,NA,NA,NA,NA,NA,36343,36343,573,0,NA,NA,NA,NA,NA,19853,NA,0,1046727,10876,NA,NA,NA,NA,NA,0,1046727,10876
"821",2020-10-17,"NV","A+",1707,NA,0,NA,NA,NA,503,0,NA,139,665582,6596,NA,NA,NA,NA,60,89652,89652,967,0,NA,NA,NA,NA,NA,NA,1150423,8160,1150423,8160,NA,NA,NA,NA,755234,7563,1154583,0
"822",2020-10-17,"NY","B",25637,NA,9,NA,89995,89995,929,0,NA,195,12288512,158188,NA,NA,NA,NA,103,482891,482891,1784,0,NA,NA,NA,NA,NA,78235,12771403,159972,12771403,159972,NA,NA,NA,NA,NA,0,NA,0
"823",2020-10-17,"OH","A+",5067,4759,13,308,17009,17009,1079,99,3539,282,3674174,48678,NA,NA,NA,NA,127,180225,169811,2234,0,NA,NA,NA,NA,NA,149351,NA,0,3854399,50912,NA,NA,NA,NA,NA,0,3843985,50815
"824",2020-10-17,"OK","A+",1168,NA,14,NA,7770,7770,792,169,NA,301,1327532,14692,NA,NA,1327532,NA,NA,106503,106503,1195,0,4635,NA,NA,NA,118537,90845,NA,0,1434035,15887,85717,NA,NA,NA,NA,0,1448159,15928
"825",2020-10-17,"OR","A+",620,NA,3,NA,2886,2886,190,0,NA,44,742327,6073,NA,NA,742327,NA,15,39316,36971,381,0,NA,NA,NA,NA,NA,5870,NA,0,781643,6454,NA,NA,NA,NA,773225,0,NA,0
"826",2020-10-17,"PA","A+",8466,NA,9,NA,NA,NA,847,0,NA,NA,2119850,16806,NA,NA,NA,NA,92,180943,173850,1857,0,NA,NA,NA,NA,NA,144754,NA,0,2300793,18663,NA,NA,NA,NA,2293700,18487,3562114,44427
"827",2020-10-17,"PR","B",761,578,3,183,NA,NA,317,0,NA,56,305972,0,NA,NA,303412,NA,39,28293,28293,119,0,28357,NA,NA,NA,7002,25645,NA,0,334265,119,NA,NA,NA,NA,NA,0,310546,0
"828",2020-10-17,"RI","A+",1158,NA,6,NA,3039,3039,125,24,NA,13,366796,4310,NA,NA,922827,NA,4,27978,27978,287,0,NA,NA,NA,NA,38180,2535,961007,25384,961007,25384,NA,NA,NA,NA,394774,4597,NA,0
"829",2020-10-17,"SC","A+",3637,3427,22,210,9917,9917,759,63,NA,205,1421837,17773,68341,NA,1373750,NA,103,163214,156655,961,0,8057,13716,NA,NA,204742,81703,NA,0,1585051,18734,76398,82295,NA,NA,NA,0,1578492,18629
"830",2020-10-17,"SD","A",315,NA,8,NA,2077,2077,295,33,NA,NA,196593,1408,NA,NA,NA,NA,NA,32611,31711,806,0,NA,NA,NA,NA,NA,24528,NA,0,229204,2214,NA,NA,NA,NA,229204,2214,359987,5883
"831",2020-10-17,"TN","A+",2903,2770,32,133,9555,9555,1299,66,NA,364,3078994,27974,NA,NA,3033011,NA,171,226139,215062,2646,0,NA,NA,NA,NA,261045,203586,NA,0,3305133,30620,NA,NA,NA,NA,NA,0,3294056,30354
"832",2020-10-17,"TX","A",16984,NA,81,NA,NA,NA,4275,0,NA,1348,6453673,58305,NA,NA,NA,NA,NA,820563,820563,4885,0,42170,20255,NA,NA,NA,723204,NA,0,7274236,63190,449341,229439,NA,NA,NA,0,7274236,63190
"833",2020-10-17,"UT","A+",540,NA,3,NA,4610,4610,313,51,1016,96,847947,14476,NA,NA,1143332,401,NA,93297,93297,1340,0,NA,3387,NA,3227,100072,69110,NA,0,1243404,11802,NA,59052,NA,28590,937861,17073,1243404,11802
"834",2020-10-17,"VA","A+",3422,3175,14,247,19989,19989,993,76,NA,219,2211312,18539,NA,NA,NA,NA,100,165238,155068,1114,0,NA,NA,NA,NA,184857,18996,2366380,19481,2366380,19481,NA,NA,NA,NA,NA,0,NA,0
"835",2020-10-17,"VI","D",21,21,0,NA,NA,NA,NA,0,NA,NA,21175,0,NA,NA,NA,NA,NA,1329,NA,0,0,NA,NA,NA,NA,NA,1294,NA,0,22504,0,NA,NA,NA,NA,NA,0,22534,0
"836",2020-10-17,"VT","B",58,58,0,NA,NA,NA,3,0,NA,NA,175407,717,NA,NA,NA,NA,NA,1926,1926,11,0,NA,NA,NA,NA,NA,1687,NA,0,350356,7915,NA,NA,NA,NA,177333,728,350356,7915
"837",2020-10-17,"WA","B",2239,2239,7,NA,7971,7971,280,15,NA,NA,2097360,24353,NA,NA,NA,NA,27,96894,96894,709,0,NA,NA,NA,NA,NA,NA,2194254,25062,2194254,25062,NA,NA,NA,NA,NA,0,NA,0
"838",2020-10-17,"WI","A+",1588,1574,0,14,9027,9027,1068,0,1325,268,1590569,0,NA,NA,NA,NA,NA,175227,166186,0,0,NA,NA,NA,NA,NA,130231,2848236,32435,2848236,32435,NA,NA,NA,NA,1756755,0,NA,0
"839",2020-10-17,"WV","B",399,395,3,4,NA,NA,180,0,NA,65,652560,4561,NA,NA,NA,NA,28,19801,18903,221,0,NA,NA,NA,NA,NA,14563,NA,0,672361,4782,18671,NA,NA,NA,NA,0,671463,4746
"840",2020-10-17,"WY","B",57,NA,0,NA,358,358,51,-1,NA,NA,108754,0,NA,NA,223882,NA,NA,8816,7479,151,0,NA,NA,NA,NA,9246,6559,NA,0,233128,721,NA,NA,NA,NA,116091,0,233128,721
"841",2020-10-16,"AK","A",66,66,1,NA,373,373,59,8,NA,NA,512063,2982,NA,NA,512012,NA,8,10601,NA,221,0,NA,NA,NA,NA,10337,6237,NA,0,522664,3203,NA,NA,NA,NA,NA,0,522664,3203
"842",2020-10-16,"AL","A",2786,2618,30,168,18855,18855,859,220,1926,NA,1091458,6043,NA,NA,NA,1099,NA,170374,149724,1212,0,NA,NA,NA,NA,NA,74238,NA,0,1241182,7108,NA,NA,61222,NA,NA,0,1241182,7108
"843",2020-10-16,"AR","A+",1665,1514,20,151,6243,6243,583,44,NA,238,1105781,11082,NA,NA,1105781,764,101,97539,92117,1015,0,NA,3300,NA,6008,NA,87256,NA,0,1197898,11896,NA,21856,NA,34343,NA,0,1197898,11896
"844",2020-10-16,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"845",2020-10-16,"AZ","A+",5806,5519,17,287,20491,20491,747,29,NA,167,1384981,7640,NA,NA,NA,NA,79,229486,224399,738,0,NA,NA,NA,NA,NA,37994,NA,0,1609380,8347,305662,NA,NA,NA,1609380,8347,NA,0
"846",2020-10-16,"CA","B",16830,NA,73,NA,NA,NA,3035,0,NA,713,15760480,101069,NA,NA,NA,NA,NA,861476,861476,3075,0,NA,NA,NA,NA,NA,NA,NA,0,16621956,104144,NA,NA,NA,NA,NA,0,16621956,104144
"847",2020-10-16,"CO","A",2042,NA,13,NA,8169,8169,434,42,NA,NA,982254,8065,163468,NA,NA,NA,NA,83230,77577,1312,0,12432,NA,NA,NA,NA,7087,1646557,21030,1646557,21030,175900,NA,NA,NA,1059831,9265,NA,0
"848",2020-10-16,"CT","B",4542,3641,2,901,12043,12043,184,0,NA,NA,1904803,32262,NA,NA,NA,NA,NA,62830,60309,802,0,NA,NA,NA,NA,NA,9651,NA,0,1967633,33064,NA,NA,NA,NA,NA,0,1965112,33048
"849",2020-10-16,"DC","A+",641,NA,3,NA,NA,NA,86,0,NA,21,439532,5084,NA,NA,NA,NA,6,16255,NA,89,0,NA,NA,NA,NA,NA,12731,455787,5173,455787,5173,NA,NA,NA,NA,237674,1799,NA,0
"850",2020-10-16,"DE","A+",662,581,1,81,NA,NA,104,0,NA,26,298418,2345,NA,NA,NA,NA,NA,22724,21635,164,0,NA,NA,NA,NA,25062,11818,495415,3199,495415,3199,NA,NA,NA,NA,321142,2509,NA,0
"851",2020-10-16,"FL","A",16030,16030,98,NA,47396,47396,2083,173,NA,NA,4925248,26715,487730,475588,7173295,NA,NA,739050,715492,3365,0,51923,NA,50676,NA,962813,NA,8965336,77646,8965336,77646,539844,NA,526404,NA,5658780,30105,8180183,50288
"852",2020-10-16,"GA","A",7556,NA,64,NA,30217,30217,1668,136,5614,NA,2916420,22880,NA,NA,2938605,NA,NA,337850,337850,1609,0,27535,NA,NA,NA,315665,NA,NA,0,3254270,24489,317061,NA,NA,NA,NA,0,3254270,24489
"853",2020-10-16,"GU","A",63,NA,1,NA,NA,NA,67,0,NA,15,54584,546,NA,NA,NA,NA,4,3538,3527,111,0,6,11,NA,NA,NA,2297,NA,0,58122,657,201,32,NA,NA,NA,0,58088,655
"854",2020-10-16,"HI","B",184,NA,1,NA,978,978,103,17,NA,23,295153,0,NA,NA,NA,NA,5,13962,13764,90,0,NA,NA,NA,NA,13703,10915,466030,3489,466030,3489,NA,NA,NA,NA,308090,0,NA,0
"855",2020-10-16,"IA","A+",1523,NA,17,NA,NA,NA,468,0,NA,105,722829,-14060,NA,59835,NA,NA,48,99946,99946,1229,0,NA,NA,3654,5026,NA,80560,NA,0,822775,-12831,NA,NA,63528,63948,824384,-12831,NA,0
"856",2020-10-16,"ID","A",517,476,1,41,2137,2137,219,15,494,56,300362,2143,NA,NA,NA,NA,NA,50610,45223,718,0,NA,NA,NA,NA,NA,25214,NA,0,345585,2715,NA,NA,NA,NA,345585,2715,452701,452701
"857",2020-10-16,"IL","A",9425,9165,52,260,NA,NA,2016,0,NA,410,6282594,83205,NA,NA,NA,NA,151,339761,336174,5103,0,NA,NA,NA,NA,NA,NA,NA,0,6622355,88308,NA,NA,NA,NA,NA,0,6618768,87759
"858",2020-10-16,"IN","A+",3887,3654,23,233,14473,14473,1311,120,2867,379,1389454,9264,NA,NA,NA,NA,136,143495,NA,2283,0,NA,NA,NA,NA,140959,106319,NA,0,2451285,1006,NA,NA,NA,NA,1532949,11547,2451285,1006
"859",2020-10-16,"KS","A+",859,NA,21,NA,3370,3370,456,61,933,123,518334,7662,NA,NA,NA,284,47,70855,NA,1700,0,NA,NA,NA,NA,NA,2379,NA,0,589189,9362,NA,NA,NA,NA,589189,9362,NA,0
"860",2020-10-16,"KY","B",1300,1286,4,14,6545,6545,667,39,1622,187,1580923,19739,NA,NA,NA,NA,NA,85506,72924,1311,0,NA,NA,NA,NA,NA,17018,NA,0,1653847,20767,80845,38657,NA,NA,NA,0,1653847,20767
